Species,Straight_Carapace_Length_cm,Straight_Carapace_Width_cm,weight_kg
loggerhead,70.6,55.6,48.2
loggerhead,70.6,55.6,48.2
loggerhead,70.6,55.6,48.2
loggerhead,70.6,55.6,48.2
loggerhead,70.6,55.6,48.2
loggerhead,70.6,55.6,48.2
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,68.5,57.9,48.5
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,70.4,52.8,48.6
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,67.5,54.6,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,66.6,55.4,48.8
loggerhead,73,56.7,48.8
loggerhead,73,56.7,48.8
loggerhead,73,56.7,48.8
loggerhead,73,56.7,48.8
loggerhead,72.5,58.3,49
loggerhead,72.5,58.3,49
loggerhead,72.5,58.3,49
loggerhead,72.5,58.3,49
loggerhead,67,58.5,49
loggerhead,67,58.5,49
loggerhead,67,58.5,49
loggerhead,67,58.5,49
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,69.7,55.9,49.2
loggerhead,68.2,57.8,49.2
loggerhead,68.2,57.8,49.2
loggerhead,68.2,57.8,49.2
loggerhead,68.2,57.8,49.2
loggerhead,70.2,53.8,49.4
loggerhead,70.2,53.8,49.4
loggerhead,70.2,53.8,49.4
loggerhead,70.2,53.8,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,70.5,55.5,49.4
loggerhead,67.4,58.7,49.4
loggerhead,67.4,58.7,49.4
loggerhead,67.4,58.7,49.4
loggerhead,67.4,58.7,49.4
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,69.3,54.2,49.6
loggerhead,68.5,55.5,49.6
loggerhead,68.5,55.5,49.6
loggerhead,68.5,55.5,49.6
loggerhead,68.5,55.5,49.6
loggerhead,71.7,56,49.6
loggerhead,71.7,56,49.6
loggerhead,71.7,56,49.6
loggerhead,71.7,56,49.6
loggerhead,69.8,58.4,49.6
loggerhead,69.8,58.4,49.6
loggerhead,69.8,58.4,49.6
loggerhead,69.8,58.4,49.6
loggerhead,69.5,55.4,49.8
loggerhead,69.5,55.4,49.8
loggerhead,69.5,55.4,49.8
loggerhead,69.5,55.4,49.8
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,70.4,59.2,50.2
loggerhead,66.3,56.3,50.3
loggerhead,66.3,56.3,50.3
loggerhead,66.3,56.3,50.3
loggerhead,66.3,56.3,50.3
loggerhead,70.1,56.7,50.5
loggerhead,70.1,56.7,50.5
loggerhead,70.1,56.7,50.5
loggerhead,70.1,56.7,50.5
loggerhead,71.2,58.2,51
loggerhead,71.2,58.2,51
loggerhead,71.2,58.2,51
loggerhead,71.2,58.2,51
loggerhead,69.3,58.6,51
loggerhead,69.3,58.6,51
loggerhead,69.3,58.6,51
loggerhead,69.3,58.6,51
loggerhead,55.3,47.6,51.1
loggerhead,55.3,47.6,51.1
loggerhead,55.3,47.6,51.1
loggerhead,55.3,47.6,51.1
loggerhead,69.7,55.1,51.2
loggerhead,69.7,55.1,51.2
loggerhead,70.5,58,51.4
loggerhead,70.5,58,51.4
loggerhead,70.5,58,51.4
loggerhead,70.5,58,51.4
loggerhead,71.8,58.1,51.4
loggerhead,71.8,58.1,51.4
loggerhead,71.8,58.1,51.4
loggerhead,71.8,58.1,51.4
loggerhead,71.5,58.1,51.45
loggerhead,71.6,57.6,52
loggerhead,70.3,58.5,52
loggerhead,70.3,58.5,52
loggerhead,70.3,58.5,52
loggerhead,70.3,58.5,52
loggerhead,72.7,60.9,52
loggerhead,72.7,60.9,52
loggerhead,72.7,60.9,52
loggerhead,72.7,60.9,52
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.6,56.2,52.4
loggerhead,73.3,60.7,52.4
loggerhead,73.3,60.7,52.4
loggerhead,73.3,60.7,52.4
loggerhead,73.3,60.7,52.4
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
loggerhead,73.2,56.9,52.6
green,72.2,55.3,53.2
green,72.2,55.3,53.2
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,76.1,58,53.4
loggerhead,74.1,61.3,53.6
loggerhead,74.1,61.3,53.6
loggerhead,74.1,61.3,53.6
loggerhead,74.1,61.3,53.6
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,53,46.3,53.9
loggerhead,72,60.5,54
loggerhead,72,60.5,54
loggerhead,72,60.5,54
loggerhead,72,60.5,54
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,75.5,57,54.2
loggerhead,70.3,58.9,54.5
loggerhead,70.3,58.9,54.5
loggerhead,70.3,58.9,54.5
loggerhead,70.3,58.9,54.5
loggerhead,71.2,58.9,54.8
loggerhead,71.2,58.9,54.8
loggerhead,71.2,58.9,54.8
loggerhead,71.2,58.9,54.8
loggerhead,72.8,58.5,55
loggerhead,72.8,58.5,55
loggerhead,72.8,58.5,55
loggerhead,72.8,58.5,55
loggerhead,82.8,67.9,55.2
loggerhead,82.8,67.9,55.2
loggerhead,82.8,67.9,55.2
loggerhead,82.8,67.9,55.2
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,71.2,56.6,55.3
loggerhead,72.3,61.6,55.4
loggerhead,72.3,61.6,55.4
loggerhead,72.3,61.6,55.4
loggerhead,72.3,61.6,55.4
loggerhead,72.5,56.6,55.7
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,70.5,58.1,55.8
loggerhead,73.7,59.7,56.3
loggerhead,73.7,59.7,56.3
loggerhead,73.7,59.7,56.3
loggerhead,73.7,59.7,56.3
loggerhead,74.7,58.9,56.6
loggerhead,74.7,58.9,56.6
loggerhead,74.7,58.9,56.6
loggerhead,74.7,58.9,56.6
loggerhead,74.6,61.2,57
loggerhead,74.6,61.2,57
loggerhead,74.6,61.2,57
loggerhead,74.6,61.2,57
loggerhead,71.7,62.7,57
loggerhead,76.4,58.7,58.2
loggerhead,76.4,58.7,58.2
loggerhead,76.4,58.7,58.2
loggerhead,76.4,58.7,58.2
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,72.7,58.4,58.4
loggerhead,74.6,58.1,58.6
loggerhead,74.6,58.1,58.6
loggerhead,74.6,58.1,58.6
loggerhead,74.6,58.1,58.6
loggerhead,69.8,57.8,59.2
loggerhead,69.8,57.8,59.2
loggerhead,69.8,57.8,59.2
loggerhead,69.8,57.8,59.2
loggerhead,77.8,64.5,59.4
loggerhead,77.8,64.5,59.4
loggerhead,77.8,64.5,59.4
loggerhead,77.8,64.5,59.4
loggerhead,74.5,59.4,59.6
loggerhead,74.5,59.4,59.6
loggerhead,74.5,59.4,59.6
loggerhead,74.5,59.4,59.6
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,75.8,58.4,59.8
loggerhead,76.7,60.5,62.2
loggerhead,76.7,60.5,62.2
loggerhead,76.7,60.5,62.2
loggerhead,76.7,60.5,62.2
loggerhead,80.5,63.1,62.2
loggerhead,80.5,63.1,62.2
loggerhead,80.5,63.1,62.2
loggerhead,80.5,63.1,62.2
loggerhead,78.5,61.9,62.6
loggerhead,78.5,61.9,62.6
loggerhead,78.5,61.9,62.6
loggerhead,78.5,61.9,62.6
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
loggerhead,72.5,60.6,62.8
green,78.5,63.2,62.8
green,78.5,63.2,62.8
loggerhead,78.2,61.2,63.2
loggerhead,75.8,57.7,65.6
loggerhead,75.8,57.7,65.6
loggerhead,75.8,57.7,65.6
loggerhead,75.8,57.7,65.6
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,73.2,61.3,65.8
loggerhead,76.4,60.5,66
loggerhead,76.4,60.5,66
loggerhead,76.4,60.5,66
loggerhead,76.4,60.5,66
loggerhead,77.5,64.5,66.6
loggerhead,77.5,64.5,66.6
loggerhead,77.5,64.5,66.6
loggerhead,77.5,64.5,66.6
loggerhead,74.8,64.2,66.8
loggerhead,74.8,64.2,66.8
loggerhead,74.8,64.2,66.8
loggerhead,74.8,64.2,66.8
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,78.9,62.8,67.2
loggerhead,75.6,62.4,67.8
loggerhead,75.6,62.4,67.8
loggerhead,75.6,62.4,67.8
loggerhead,75.6,62.4,67.8
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,78.9,59.9,68.2
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,76,62.3,68.5
loggerhead,79,61.4,70
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,73.4,63.6,70.1
loggerhead,84.9,63.8,72
loggerhead,84.9,63.8,72
loggerhead,84.9,63.8,72
loggerhead,84.9,63.8,72
loggerhead,79,62,73.4
loggerhead,79,62,73.4
loggerhead,79,62,73.4
loggerhead,79,62,73.4
loggerhead,81,64.5,74.5
loggerhead,81,64.5,74.5
loggerhead,81,64.5,74.5
loggerhead,81,64.5,74.5
loggerhead,76.7,67.3,82
loggerhead,76.7,67.3,82
loggerhead,76.7,67.3,82
loggerhead,76.7,67.3,82
loggerhead,85.6,69.2,82.4
loggerhead,85.6,69.2,82.4
loggerhead,85.6,69.2,82.4
loggerhead,85.6,69.2,82.4
loggerhead,80.6,66,85
loggerhead,80.6,66,85
loggerhead,80.6,66,85
loggerhead,80.6,66,85
loggerhead,85.8,70.7,94.6
loggerhead,85.8,70.7,94.6
loggerhead,85.8,70.7,94.6
loggerhead,85.8,70.7,94.6
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,84.7,68.7,100.4
loggerhead,94.6,75.9,125
loggerhead,94.6,75.9,125
loggerhead,94.6,75.9,125
loggerhead,94.6,75.9,125
loggerhead,104.4,73.1,137
loggerhead,104.4,73.1,137
loggerhead,104.4,73.1,137
loggerhead,104.4,73.1,137
loggerhead,101.5,69.4,160.9
