Species,Straight_Carapace_Length_cm,Straight_Carapace_Width_cm,weight_kg
loggerhead,4.82,4,24.1
loggerhead,5,3.92,24.2
loggerhead,5.13,4.04,24.2
loggerhead,55.4,45.3,24.2
loggerhead,55.4,45.3,24.2
loggerhead,55.4,45.3,24.2
loggerhead,55.4,45.3,24.2
loggerhead,53.3,47.7,24.2
loggerhead,53.3,47.7,24.2
loggerhead,53.3,47.7,24.2
loggerhead,53.3,47.7,24.2
loggerhead,5.03,3.79,24.3
loggerhead,4.88,3.93,24.3
loggerhead,5.15,3.98,24.3
loggerhead,4.81,4.01,24.3
loggerhead,5.13,4.04,24.3
loggerhead,5.03,4.05,24.3
loggerhead,4.99,4.06,24.3
loggerhead,4.91,3.75,24.4
loggerhead,4.81,3.84,24.4
loggerhead,53.2,43.4,24.4
loggerhead,53.2,43.4,24.4
loggerhead,53.2,43.4,24.4
loggerhead,53.2,43.4,24.4
loggerhead,54.4,44.9,24.4
loggerhead,54.4,44.9,24.4
loggerhead,54.4,44.9,24.4
loggerhead,54.4,44.9,24.4
loggerhead,56.4,44.9,24.4
loggerhead,56.4,44.9,24.4
loggerhead,56.4,44.9,24.4
loggerhead,56.4,44.9,24.4
loggerhead,57.6,46.7,24.4
loggerhead,57.6,46.7,24.4
loggerhead,57.6,46.7,24.4
loggerhead,57.6,46.7,24.4
green,56.4,47.8,24.4
green,56.4,47.8,24.4
loggerhead,57.3,49.8,24.4
loggerhead,57.3,49.8,24.4
loggerhead,57.3,49.8,24.4
loggerhead,57.3,49.8,24.4
loggerhead,4.98,3.91,24.5
loggerhead,5.05,3.99,24.5
loggerhead,53.8,43.9,24.5
loggerhead,53.8,43.9,24.5
loggerhead,53.8,43.9,24.5
loggerhead,53.8,43.9,24.5
loggerhead,55.8,44.1,24.6
loggerhead,55.8,44.1,24.6
loggerhead,55.8,44.1,24.6
loggerhead,55.8,44.1,24.6
loggerhead,56.3,45.2,24.6
loggerhead,56.3,45.2,24.6
loggerhead,56.3,45.2,24.6
loggerhead,56.3,45.2,24.6
loggerhead,55.5,46.6,24.6
loggerhead,55.5,46.6,24.6
loggerhead,55.5,46.6,24.6
loggerhead,55.5,46.6,24.6
green,56.1,44.2,24.65
loggerhead,5.01,3.8,24.7
loggerhead,4.81,3.99,24.7
loggerhead,5.1,3.09,24.8
loggerhead,4.84,3.98,24.8
loggerhead,4.95,3.99,24.8
loggerhead,5.09,4.09,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,54.8,44.8,24.8
loggerhead,56.1,45.9,24.8
loggerhead,56.1,45.9,24.8
loggerhead,56.1,45.9,24.8
loggerhead,56.1,45.9,24.8
loggerhead,58.4,47,24.8
loggerhead,58.4,47,24.8
loggerhead,58.4,47,24.8
loggerhead,58.4,47,24.8
loggerhead,54.2,48,24.8
loggerhead,54.2,48,24.8
loggerhead,54.2,48,24.8
loggerhead,54.2,48,24.8
loggerhead,58.3,48.3,24.8
loggerhead,58.3,48.3,24.8
loggerhead,58.3,48.3,24.8
loggerhead,58.3,48.3,24.8
loggerhead,52.8,49.5,24.8
loggerhead,52.8,49.5,24.8
loggerhead,52.8,49.5,24.8
loggerhead,52.8,49.5,24.8
loggerhead,5.09,3.94,24.9
loggerhead,5.32,4.16,24.9
loggerhead,4.83,4,25
loggerhead,54.1,45.1,25
loggerhead,54.1,45.1,25
loggerhead,54.1,45.1,25
loggerhead,54.1,45.1,25
loggerhead,57.8,45.2,25
loggerhead,57.8,45.2,25
loggerhead,57.8,45.2,25
loggerhead,57.8,45.2,25
loggerhead,56.4,46.3,25
loggerhead,56.4,46.3,25
loggerhead,56.4,46.3,25
loggerhead,56.4,46.3,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,57.2,46.7,25
loggerhead,54.4,47.8,25
loggerhead,54.4,47.8,25
loggerhead,54.4,47.8,25
loggerhead,54.4,47.8,25
loggerhead,57.4,49,25
loggerhead,57.4,49,25
loggerhead,57.4,49,25
loggerhead,57.4,49,25
loggerhead,5.16,4.02,25.1
loggerhead,5.01,4.05,25.1
loggerhead,4.87,3.8,25.2
loggerhead,4.98,3.82,25.2
loggerhead,4.95,3.83,25.2
loggerhead,5.05,4.02,25.2
loggerhead,5.12,4.02,25.2
loggerhead,4.88,4.05,25.2
loggerhead,55.5,45.5,25.2
loggerhead,55.5,45.5,25.2
loggerhead,55.5,45.5,25.2
loggerhead,55.5,45.5,25.2
loggerhead,57.7,45.7,25.2
loggerhead,57.7,45.7,25.2
loggerhead,57.7,45.7,25.2
loggerhead,57.7,45.7,25.2
loggerhead,55,45.9,25.2
loggerhead,55,45.9,25.2
loggerhead,55,45.9,25.2
loggerhead,55,45.9,25.2
loggerhead,58.1,46,25.2
loggerhead,58.1,46,25.2
loggerhead,58.1,46,25.2
loggerhead,58.1,46,25.2
loggerhead,54.6,46.3,25.2
loggerhead,54.6,46.3,25.2
loggerhead,54.6,46.3,25.2
loggerhead,54.6,46.3,25.2
loggerhead,4.79,3.98,25.3
loggerhead,5.05,4.02,25.3
loggerhead,5.15,3.91,25.4
loggerhead,4.98,3.92,25.4
loggerhead,4.83,4,25.4
green,56.9,45.1,25.4
green,56.9,45.1,25.4
loggerhead,57.6,45.7,25.4
loggerhead,57.6,45.7,25.4
loggerhead,57.6,45.7,25.4
loggerhead,57.6,45.7,25.4
loggerhead,56.3,45.8,25.4
loggerhead,56.3,45.8,25.4
loggerhead,56.3,45.8,25.4
loggerhead,56.3,45.8,25.4
loggerhead,5.14,3.86,25.5
loggerhead,55.3,45.1,25.5
loggerhead,55.3,45.1,25.5
loggerhead,55.3,45.1,25.5
loggerhead,55.3,45.1,25.5
loggerhead,56,46.1,25.5
loggerhead,56,46.1,25.5
loggerhead,56,46.1,25.5
loggerhead,56,46.1,25.5
loggerhead,55.3,46.6,25.6
loggerhead,55.3,46.6,25.6
loggerhead,55.3,46.6,25.6
loggerhead,55.3,46.6,25.6
loggerhead,55.9,48.8,25.6
loggerhead,55.9,48.8,25.6
loggerhead,55.9,48.8,25.6
loggerhead,55.9,48.8,25.6
loggerhead,55.4,49.6,25.6
loggerhead,55.4,49.6,25.6
loggerhead,55.4,49.6,25.6
loggerhead,55.4,49.6,25.6
loggerhead,4.98,3.78,25.7
loggerhead,5.04,3.86,25.7
loggerhead,5.19,3.94,25.7
loggerhead,4.75,3.95,25.7
loggerhead,5.01,4.01,25.7
loggerhead,5.15,4.08,25.8
loggerhead,5.05,4.19,25.8
loggerhead,56,43.6,25.8
loggerhead,56,43.6,25.8
loggerhead,56,43.6,25.8
loggerhead,56,43.6,25.8
loggerhead,55.7,46.2,25.8
loggerhead,55.7,46.2,25.8
loggerhead,55.7,46.2,25.8
loggerhead,55.7,46.2,25.8
loggerhead,49.3,46.4,25.8
loggerhead,49.3,46.4,25.8
loggerhead,49.3,46.4,25.8
loggerhead,49.3,46.4,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,56.5,47.9,25.8
loggerhead,60.2,50,25.8
loggerhead,60.2,50,25.8
loggerhead,60.2,50,25.8
loggerhead,60.2,50,25.8
loggerhead,5.09,3.94,25.9
loggerhead,4.99,3.97,25.9
loggerhead,5.17,4,25.9
loggerhead,5.11,4.02,25.9
loggerhead,4.9,4.08,25.9
loggerhead,5.15,3.98,26
loggerhead,5.06,4.07,26
loggerhead,5.04,4.08,26
loggerhead,59.4,49.4,26
loggerhead,59.4,49.4,26
loggerhead,59.4,49.4,26
loggerhead,59.4,49.4,26
loggerhead,4.98,3.92,26.1
loggerhead,5.07,3.98,26.1
loggerhead,5,4.02,26.1
loggerhead,5.13,4.15,26.1
loggerhead,5.16,4.2,26.1
loggerhead,55,44.7,26.2
loggerhead,55,44.7,26.2
loggerhead,55,44.7,26.2
loggerhead,55,44.7,26.2
loggerhead,57,46.5,26.2
loggerhead,57,46.5,26.2
loggerhead,57,46.5,26.2
loggerhead,57,46.5,26.2
loggerhead,54.7,47.2,26.2
loggerhead,54.7,47.2,26.2
loggerhead,54.7,47.2,26.2
loggerhead,54.7,47.2,26.2
loggerhead,56.4,48.8,26.2
loggerhead,56.4,48.8,26.2
loggerhead,56.4,48.8,26.2
loggerhead,56.4,48.8,26.2
loggerhead,57.8,48.8,26.2
loggerhead,57.8,48.8,26.2
loggerhead,57.8,48.8,26.2
loggerhead,57.8,48.8,26.2
green,61.1,49.1,26.2
green,61.1,49.1,26.2
green,61,52.4,26.2
green,61,52.4,26.2
loggerhead,5.13,4.14,26.3
loggerhead,5.17,4.16,26.3
loggerhead,5.02,3.92,26.4
loggerhead,5.06,4.02,26.4
loggerhead,54.7,45.6,26.4
loggerhead,54.7,45.6,26.4
loggerhead,54.7,45.6,26.4
loggerhead,54.7,45.6,26.4
loggerhead,54.7,45.8,26.4
loggerhead,54.7,45.8,26.4
loggerhead,54.7,45.8,26.4
loggerhead,54.7,45.8,26.4
loggerhead,56,46.1,26.4
loggerhead,56,46.1,26.4
loggerhead,56,46.1,26.4
loggerhead,56,46.1,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,55.9,46.4,26.4
loggerhead,57.5,46.4,26.4
loggerhead,57.5,46.4,26.4
loggerhead,57.5,46.4,26.4
loggerhead,57.5,46.4,26.4
loggerhead,56.8,48.4,26.4
loggerhead,56.8,48.4,26.4
loggerhead,56.8,48.4,26.4
loggerhead,56.8,48.4,26.4
loggerhead,57.4,50.6,26.4
loggerhead,57.4,50.6,26.4
loggerhead,57.4,50.6,26.4
loggerhead,57.4,50.6,26.4
loggerhead,5,3.01,26.5
loggerhead,58.2,49.7,26.5
loggerhead,58.2,49.7,26.5
loggerhead,58.2,49.7,26.5
loggerhead,58.2,49.7,26.5
loggerhead,5.01,3.89,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,57.5,46.6,26.6
loggerhead,58.1,47.3,26.6
loggerhead,58.1,47.3,26.6
loggerhead,58.1,47.3,26.6
loggerhead,58.1,47.3,26.6
loggerhead,60,47.5,26.6
loggerhead,60,47.5,26.6
loggerhead,60,47.5,26.6
loggerhead,60,47.5,26.6
loggerhead,59.4,49.6,26.6
loggerhead,59.4,49.6,26.6
loggerhead,59.4,49.6,26.6
loggerhead,59.4,49.6,26.6
loggerhead,5.03,3.99,26.7
loggerhead,5.04,4.13,26.8
loggerhead,5.05,4.18,26.8
loggerhead,57.4,48.7,26.8
loggerhead,57.4,48.7,26.8
loggerhead,57.4,48.7,26.8
loggerhead,57.4,48.7,26.8
loggerhead,57.7,49.3,26.8
loggerhead,57.7,49.3,26.8
loggerhead,57.7,49.3,26.8
loggerhead,57.7,49.3,26.8
green,60.8,48,26.9
green,60.8,48,26.9
loggerhead,58.2,49.3,26.9
loggerhead,4.96,3.94,27
loggerhead,56.8,44.4,27
loggerhead,56.8,44.4,27
loggerhead,56.8,44.4,27
loggerhead,56.8,44.4,27
loggerhead,58.4,47.8,27
loggerhead,58.4,47.8,27
loggerhead,58.4,47.8,27
loggerhead,58.4,47.8,27
loggerhead,58.9,48.4,27
loggerhead,58.9,48.4,27
loggerhead,58.9,48.4,27
loggerhead,58.9,48.4,27
loggerhead,58.3,48.6,27
loggerhead,58.3,48.6,27
loggerhead,58.3,48.6,27
loggerhead,58.3,48.6,27
loggerhead,58.7,49.1,27
loggerhead,58.7,49.1,27
loggerhead,58.7,49.1,27
loggerhead,58.7,49.1,27
loggerhead,57.1,50.6,27
loggerhead,57.1,50.6,27
loggerhead,57.1,50.6,27
loggerhead,57.1,50.6,27
loggerhead,56.3,55.1,27
loggerhead,56.3,55.1,27
loggerhead,56.3,55.1,27
loggerhead,56.3,55.1,27
loggerhead,5.02,4.23,27.1
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,58,46.4,27.2
loggerhead,56.8,47.7,27.2
loggerhead,56.8,47.7,27.2
loggerhead,56.8,47.7,27.2
loggerhead,56.8,47.7,27.2
loggerhead,56,48.1,27.2
loggerhead,56,48.1,27.2
loggerhead,56,48.1,27.2
loggerhead,56,48.1,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,57.1,49.7,27.2
loggerhead,64.2,53.2,27.2
loggerhead,64.2,53.2,27.2
loggerhead,64.2,53.2,27.2
loggerhead,64.2,53.2,27.2
loggerhead,5.13,4.09,27.3
loggerhead,5.16,4.23,27.3
loggerhead,56,46.3,27.4
loggerhead,56,46.3,27.4
loggerhead,56,46.3,27.4
loggerhead,56,46.3,27.4
loggerhead,58.6,46.6,27.4
loggerhead,58.6,46.6,27.4
loggerhead,58.6,46.6,27.4
loggerhead,58.6,46.6,27.4
loggerhead,56.8,49.6,27.4
loggerhead,56.8,49.6,27.4
loggerhead,56.8,49.6,27.4
loggerhead,56.8,49.6,27.4
loggerhead,5.07,4.1,27.5
loggerhead,59.4,48.9,27.5
loggerhead,59.4,48.9,27.5
loggerhead,59.4,48.9,27.5
loggerhead,59.4,48.9,27.5
loggerhead,5.06,4.16,27.6
loggerhead,5.25,4.22,27.6
loggerhead,5.03,4.29,27.6
loggerhead,5.36,4.36,27.6
loggerhead,54.8,46.5,27.6
loggerhead,54.8,46.5,27.6
loggerhead,54.8,46.5,27.6
loggerhead,54.8,46.5,27.6
green,59.3,47.7,27.6
green,59.3,47.7,27.6
loggerhead,57,47.9,27.6
loggerhead,57,47.9,27.6
loggerhead,57,47.9,27.6
loggerhead,57,47.9,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
loggerhead,58.3,48.6,27.6
green,61.2,48.7,27.6
green,61.2,48.7,27.6
loggerhead,61.2,50.6,27.6
loggerhead,61.2,50.6,27.6
loggerhead,61.2,50.6,27.6
loggerhead,61.2,50.6,27.6
loggerhead,62.7,61.6,27.6
loggerhead,62.7,61.6,27.6
loggerhead,62.7,61.6,27.6
loggerhead,62.7,61.6,27.6
loggerhead,5.12,4.01,27.7
loggerhead,5.15,4.25,27.7
loggerhead,56.3,47.5,27.8
loggerhead,56.3,47.5,27.8
loggerhead,56.3,47.5,27.8
loggerhead,56.3,47.5,27.8
loggerhead,58.3,48.2,27.8
loggerhead,58.3,48.2,27.8
loggerhead,58.3,48.2,27.8
loggerhead,58.3,48.2,27.8
green,59.7,49,27.8
green,59.7,49,27.8
loggerhead,57.4,49.3,27.8
loggerhead,57.4,49.3,27.8
loggerhead,57.4,49.3,27.8
loggerhead,57.4,49.3,27.8
loggerhead,5.34,4.23,28
loggerhead,5.17,4.28,28
loggerhead,5.34,4.29,28
loggerhead,57.2,45.5,28
loggerhead,57.2,45.5,28
loggerhead,57.2,45.5,28
loggerhead,57.2,45.5,28
loggerhead,56.7,47.4,28
loggerhead,56.7,47.4,28
loggerhead,56.7,47.4,28
loggerhead,56.7,47.4,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,56.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.6,47.7,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.9,48.4,28
loggerhead,57.7,48.7,28
loggerhead,57.7,48.7,28
loggerhead,57.7,48.7,28
loggerhead,57.7,48.7,28
loggerhead,58.5,49.7,28
loggerhead,58.5,49.7,28
loggerhead,58.5,49.7,28
loggerhead,58.5,49.7,28
loggerhead,4.92,4.07,28.1
loggerhead,5.03,4.15,28.1
loggerhead,5.32,4.26,28.1
loggerhead,5.35,4.37,28.2
loggerhead,57.5,45.1,28.2
loggerhead,57.5,45.1,28.2
loggerhead,57.5,45.1,28.2
loggerhead,57.5,45.1,28.2
loggerhead,59.3,47.3,28.2
loggerhead,59.3,47.3,28.2
loggerhead,59.3,47.3,28.2
loggerhead,59.3,47.3,28.2
loggerhead,57.9,47.8,28.2
loggerhead,57.9,47.8,28.2
loggerhead,57.9,47.8,28.2
loggerhead,57.9,47.8,28.2
loggerhead,57.2,49.3,28.2
loggerhead,57.2,49.3,28.2
loggerhead,57.2,49.3,28.2
loggerhead,57.2,49.3,28.2
loggerhead,56.5,49.4,28.2
loggerhead,56.5,49.4,28.2
loggerhead,56.5,49.4,28.2
loggerhead,56.5,49.4,28.2
loggerhead,5.36,4.36,28.3
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,55.2,45.3,28.4
loggerhead,58.7,47.6,28.4
loggerhead,58.7,47.6,28.4
loggerhead,58.7,47.6,28.4
loggerhead,58.7,47.6,28.4
loggerhead,55.9,48.2,28.4
loggerhead,55.9,48.2,28.4
loggerhead,55.9,48.2,28.4
loggerhead,55.9,48.2,28.4
loggerhead,58.2,49.9,28.4
loggerhead,58.2,49.9,28.4
loggerhead,58.2,49.9,28.4
loggerhead,58.2,49.9,28.4
ridley,57.5,56.8,28.4
ridley,57.5,56.8,28.4
ridley,57.5,56.8,28.4
ridley,57.5,56.8,28.4
ridley,57.5,56.8,28.4
ridley,57.5,56.8,28.4
loggerhead,5.44,4.43,28.5
loggerhead,57.5,48.5,28.5
loggerhead,57.5,48.5,28.5
loggerhead,57.5,48.5,28.5
loggerhead,57.5,48.5,28.5
loggerhead,58,50.5,28.5
loggerhead,58,50.5,28.5
loggerhead,58,50.5,28.5
loggerhead,58,50.5,28.5
loggerhead,54.8,46.8,28.6
loggerhead,54.8,46.8,28.6
loggerhead,54.8,46.8,28.6
loggerhead,54.8,46.8,28.6
loggerhead,58.1,47.6,28.6
loggerhead,58.1,47.6,28.6
loggerhead,58.1,47.6,28.6
loggerhead,58.1,47.6,28.6
loggerhead,56.3,47.9,28.6
loggerhead,56.3,47.9,28.6
loggerhead,56.3,47.9,28.6
loggerhead,56.3,47.9,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,56.9,48.2,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,59.2,48.7,28.6
loggerhead,58.3,49.5,28.6
loggerhead,58.3,49.5,28.6
loggerhead,58.3,49.5,28.6
loggerhead,58.3,49.5,28.6
loggerhead,58.2,50.8,28.6
loggerhead,58.2,50.8,28.6
loggerhead,58.2,50.8,28.6
loggerhead,58.2,50.8,28.6
loggerhead,56,47.5,28.8
loggerhead,56,47.5,28.8
loggerhead,56,47.5,28.8
loggerhead,56,47.5,28.8
loggerhead,5.63,4.4,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,72.5,56.7,28.9
loggerhead,5.28,4.37,29
loggerhead,28.3,47.9,29
loggerhead,58.2,49.9,29
loggerhead,58.2,49.9,29
loggerhead,58.2,49.9,29
loggerhead,58.2,49.9,29
loggerhead,5.15,4.3,29.1
loggerhead,5.07,4.16,29.2
loggerhead,60.4,46.9,29.2
loggerhead,60.4,46.9,29.2
loggerhead,60.4,46.9,29.2
loggerhead,60.4,46.9,29.2
loggerhead,61.6,48.6,29.2
loggerhead,61.6,48.6,29.2
loggerhead,61.6,48.6,29.2
loggerhead,61.6,48.6,29.2
loggerhead,58.8,49,29.2
loggerhead,58.8,49,29.2
loggerhead,58.8,49,29.2
loggerhead,58.8,49,29.2
loggerhead,59.1,49,29.2
loggerhead,59.1,49,29.2
loggerhead,59.1,49,29.2
loggerhead,59.1,49,29.2
loggerhead,5.21,4.23,29.3
loggerhead,5.45,4.37,29.4
loggerhead,5.28,4.41,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,59.2,45.1,29.4
loggerhead,58.9,48.5,29.4
loggerhead,58.9,48.5,29.4
loggerhead,58.9,48.5,29.4
loggerhead,58.9,48.5,29.4
loggerhead,61.3,48.9,29.4
loggerhead,61.3,48.9,29.4
loggerhead,61.3,48.9,29.4
loggerhead,61.3,48.9,29.4
loggerhead,59,49,29.4
loggerhead,59,49,29.4
loggerhead,59,49,29.4
loggerhead,59,49,29.4
loggerhead,58.8,49.1,29.4
loggerhead,58.8,49.1,29.4
loggerhead,58.8,49.1,29.4
loggerhead,58.8,49.1,29.4
loggerhead,59.9,51.4,29.4
loggerhead,59.9,51.4,29.4
loggerhead,59.9,51.4,29.4
loggerhead,59.9,51.4,29.4
loggerhead,5.25,4.31,29.5
loggerhead,5.25,4.39,29.5
loggerhead,5.01,4.21,29.6
loggerhead,58.4,46.3,29.6
loggerhead,58.4,46.3,29.6
loggerhead,58.4,46.3,29.6
loggerhead,58.4,46.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,58.1,48.3,29.6
loggerhead,59.4,49.3,29.6
loggerhead,59.4,49.3,29.6
loggerhead,59.4,49.3,29.6
loggerhead,59.4,49.3,29.6
loggerhead,57.3,50.9,29.6
loggerhead,57.3,50.9,29.6
loggerhead,57.3,50.9,29.6
loggerhead,57.3,50.9,29.6
loggerhead,5.32,4.16,29.7
loggerhead,5.46,4.25,29.7
loggerhead,59.5,48.2,29.8
loggerhead,59.5,48.2,29.8
loggerhead,59.5,48.2,29.8
loggerhead,59.5,48.2,29.8
loggerhead,58.5,48.3,29.8
loggerhead,58.5,48.3,29.8
loggerhead,58.5,48.3,29.8
loggerhead,58.5,48.3,29.8
loggerhead,58.2,48.4,29.8
loggerhead,58.2,48.4,29.8
loggerhead,58.2,48.4,29.8
loggerhead,58.2,48.4,29.8
loggerhead,61.1,48.9,29.8
loggerhead,61.1,48.9,29.8
loggerhead,61.1,48.9,29.8
loggerhead,61.1,48.9,29.8
loggerhead,58.7,49.7,29.8
loggerhead,58.7,49.7,29.8
loggerhead,58.7,49.7,29.8
loggerhead,58.7,49.7,29.8
loggerhead,62.4,50.6,29.8
loggerhead,62.4,50.6,29.8
loggerhead,62.4,50.6,29.8
loggerhead,62.4,50.6,29.8
loggerhead,60.3,49.5,29.89
loggerhead,5.69,4.42,29.9
loggerhead,56.9,46.5,30
loggerhead,56.9,46.5,30
loggerhead,56.9,46.5,30
loggerhead,56.9,46.5,30
loggerhead,55.5,47,30
loggerhead,55.5,47,30
loggerhead,55.5,47,30
loggerhead,55.5,47,30
loggerhead,59.3,47.3,30
loggerhead,59.3,47.3,30
loggerhead,59.3,47.3,30
loggerhead,59.3,47.3,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,59.8,48.8,30
loggerhead,54.9,49,30
loggerhead,54.9,49,30
loggerhead,54.9,49,30
loggerhead,54.9,49,30
loggerhead,60.3,49.1,30
loggerhead,60.3,49.1,30
loggerhead,60.3,49.1,30
loggerhead,60.3,49.1,30
loggerhead,60.3,52.4,30
loggerhead,60.3,52.4,30
loggerhead,60.3,52.4,30
loggerhead,60.3,52.4,30
loggerhead,5.25,4.22,30.2
loggerhead,57.5,46.5,30.2
loggerhead,57.5,46.5,30.2
loggerhead,57.5,46.5,30.2
loggerhead,57.5,46.5,30.2
loggerhead,57.5,47.3,30.2
loggerhead,57.5,47.3,30.2
loggerhead,57.5,47.3,30.2
loggerhead,57.5,47.3,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,48.8,30.2
loggerhead,59.2,49.2,30.2
loggerhead,59.2,49.2,30.2
loggerhead,59.2,49.2,30.2
loggerhead,59.2,49.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
